[ 2026-02-02 17:12:11,585 ] 19 root - INFO - Initiate data ingestion
[ 2026-02-02 17:12:16,219 ] 63 root - INFO - Performed train test split on the dataframe
[ 2026-02-02 17:12:16,220 ] 65 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-02-02 17:12:16,221 ] 73 root - INFO - Exporting train and test file path.
[ 2026-02-02 17:12:16,377 ] 82 root - INFO - Exported train and test file path.
[ 2026-02-02 17:12:16,378 ] 21 root - INFO - Data Initiation Completed.
[ 2026-02-02 17:12:16,495 ] 26 root - INFO - Initiate the data validation
[ 2026-02-02 17:12:16,614 ] 31 root - INFO - Required number of columns:2
[ 2026-02-02 17:12:16,614 ] 32 root - INFO - Dataframes has columns:31
[ 2026-02-02 17:12:16,615 ] 31 root - INFO - Required number of columns:2
[ 2026-02-02 17:12:16,615 ] 32 root - INFO - Dataframes has columns:31
[ 2026-02-02 17:12:16,845 ] 28 root - INFO - Data validation completed.
[ 2026-02-02 17:12:16,845 ] 32 root - INFO - data_transformation has started.
[ 2026-02-02 17:12:16,846 ] 52 root - INFO - Entered initiate_data_transformation method of data transformation class.
[ 2026-02-02 17:12:16,846 ] 54 root - INFO - Starting Data Transformation .
[ 2026-02-02 17:12:16,881 ] 39 root - INFO - Entered get_data_transformer_object method of data transformation class.
[ 2026-02-02 17:12:16,881 ] 44 root - INFO - Initialise KNN Imputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-02-02 17:12:16,931 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-02-02 17:12:16,938 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-02-02 17:12:16,939 ] 36 root - INFO - data_transformation is completed.
[ 2026-02-02 17:12:16,939 ] 39 root - INFO - Model Training started
